open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1675001340000,13.61446776,13.61946496,13.61135855,13.61921422,0,1675001399999,0,60,0,0,0
1675001400000,13.61873563,13.61973656,13.61396360,13.61600000,0,1675001459999,0,60,0,0,0
1675001460000,13.61600000,13.61600000,13.59856819,13.59900000,0,1675001519999,0,60,0,0,0
1675001520000,13.59900000,13.59900000,13.58366450,13.58396462,0,1675001579999,0,60,0,0,0
1675001580000,13.58401021,13.58487406,13.58100000,13.58100000,0,1675001639999,0,60,0,0,0
1675001640000,13.58100000,13.60100000,13.58100000,13.60100000,0,1675001699999,0,60,0,0,0
1675001700000,13.60100000,13.60100000,13.58421503,13.58435279,0,1675001759999,0,60,0,0,0
1675001760000,13.58434640,13.59084233,13.58301436,13.59084233,0,1675001819999,0,60,0,0,0
1675001820000,13.59411855,13.60100000,13.57923493,13.57923493,0,1675001879999,0,60,0,0,0
1675001880000,13.57898810,13.58193629,13.56588121,13.56588121,0,1675001939999,0,60,0,0,0
1675001940000,13.56588121,13.56764516,13.55858020,13.56336231,0,1675001999999,0,60,0,0,0
1675002000000,13.56334038,13.56359839,13.55275189,13.55328591,0,1675002059999,0,60,0,0,0
1675002060000,13.55325129,13.55325129,13.53700000,13.54769804,0,1675002119999,0,60,0,0,0
1675002120000,13.54761210,13.54822044,13.52687403,13.52800000,0,1675002179999,0,60,0,0,0
1675002180000,13.52800000,13.54400000,13.52800000,13.54400000,0,1675002239999,0,60,0,0,0
1675002240000,13.54400000,13.54900000,13.54200000,13.54300000,0,1675002299999,0,60,0,0,0
1675002300000,13.54300000,13.54800000,13.54253282,13.54800000,0,1675002359999,0,60,0,0,0
1675002360000,13.54800000,13.54800000,13.52547143,13.52830363,0,1675002419999,0,60,0,0,0
1675002420000,13.52843344,13.54563336,13.52843344,13.54563336,0,1675002479999,0,60,0,0,0
1675002480000,13.54563336,13.54712991,13.53700000,13.53700000,0,1675002539999,0,60,0,0,0
1675002540000,13.53700000,13.53967658,13.53700000,13.53736460,0,1675002599999,0,60,0,0,0
1675002600000,13.53733332,13.55500000,13.53648259,13.55100000,0,1675002659999,0,60,0,0,0
1675002660000,13.55100000,13.55900000,13.55100000,13.55900000,0,1675002719999,0,60,0,0,0
1675002720000,13.55900000,13.56192429,13.55618001,13.56049706,0,1675002779999,0,60,0,0,0
1675002780000,13.56049706,13.57152713,13.56049706,13.57125292,0,1675002839999,0,60,0,0,0
1675002840000,13.57117268,13.57454726,13.56700000,13.57449142,0,1675002899999,0,60,0,0,0
1675002900000,13.57505948,13.57511138,13.55679767,13.55891060,0,1675002959999,0,60,0,0,0
1675002960000,13.55753473,13.56109616,13.55740955,13.56035991,0,1675003019999,0,60,0,0,0
1675003020000,13.56049509,13.56531835,13.54848153,13.54911494,0,1675003079999,0,60,0,0,0
1675003080000,13.54918510,13.55058575,13.54440304,13.54856905,0,1675003139999,0,60,0,0,0
1675003140000,13.54859794,13.56199073,13.54720499,13.56199073,0,1675003199999,0,60,0,0,0
1675003200000,13.56359635,13.57134838,13.56359635,13.57114988,0,1675003259999,0,60,0,0,0
1675003260000,13.57116896,13.57851608,13.57101191,13.57797721,0,1675003319999,0,60,0,0,0
1675003320000,13.57794321,13.58800000,13.57750279,13.58800000,0,1675003379999,0,60,0,0,0
1675003380000,13.58800000,13.59700000,13.58700000,13.59700000,0,1675003439999,0,60,0,0,0
1675003440000,13.59700000,13.60300000,13.59700000,13.60200000,0,1675003499999,0,60,0,0,0
1675003500000,13.60200000,13.60500000,13.60200000,13.60500000,0,1675003559999,0,60,0,0,0
1675003560000,13.60500000,13.61400000,13.60500000,13.61071828,0,1675003619999,0,60,0,0,0
1675003620000,13.61071866,13.61527467,13.60900000,13.61452279,0,1675003679999,0,60,0,0,0
1675003680000,13.61698358,13.62107400,13.61662906,13.61973900,0,1675003739999,0,60,0,0,0
1675003740000,13.61973204,13.61973204,13.61446742,13.61513705,0,1675003799999,0,60,0,0,0
1675003800000,13.61513705,13.61885876,13.61354164,13.61885876,0,1675003859999,0,60,0,0,0
1675003860000,13.61885876,13.62247471,13.61647616,13.61791142,0,1675003919999,0,60,0,0,0
1675003920000,13.61791142,13.61818927,13.60510967,13.60523247,0,1675003979999,0,60,0,0,0
1675003980000,13.60364575,13.61341349,13.60294975,13.61341349,0,1675004039999,0,60,0,0,0
1675004040000,13.61341349,13.61424789,13.61248353,13.61252667,0,1675004099999,0,60,0,0,0
1675004100000,13.61200000,13.61200000,13.60680735,13.60802695,0,1675004159999,0,60,0,0,0
1675004160000,13.60796191,13.60804524,13.60415301,13.60544542,0,1675004219999,0,60,0,0,0
1675004220000,13.60517577,13.60900000,13.60149555,13.60900000,0,1675004279999,0,60,0,0,0
1675004280000,13.61345877,13.61679910,13.61262460,13.61312919,0,1675004339999,0,60,0,0,0
1675004340000,13.61312919,13.62500000,13.61312919,13.61900000,0,1675004399999,0,60,0,0,0
1675004400000,13.61900000,13.62156043,13.61700000,13.61990842,0,1675004459999,0,60,0,0,0
1675004460000,13.62011088,13.62527423,13.61859808,13.61859808,0,1675004519999,0,60,0,0,0
1675004520000,13.61859808,13.61859808,13.58664422,13.58867110,0,1675004579999,0,60,0,0,0
1675004580000,13.58881218,13.60100000,13.58878593,13.60100000,0,1675004639999,0,60,0,0,0
1675004640000,13.60100000,13.60100000,13.60100000,13.60100000,0,1675004699999,0,60,0,0,0
1675004700000,13.60100000,13.60234290,13.60100000,13.60208036,0,1675004759999,0,60,0,0,0
1675004760000,13.60210312,13.60600000,13.60196430,13.60600000,0,1675004819999,0,60,0,0,0
1675004820000,13.60600000,13.61600000,13.60600000,13.61000000,0,1675004879999,0,60,0,0,0
1675004880000,13.61000000,13.61208834,13.60422862,13.60423694,0,1675004939999,0,60,0,0,0
1675004940000,13.60421489,13.61034144,13.60421489,13.60945610,0,1675004999999,0,60,0,0,0
1675005000000,13.60950241,13.60956162,13.59744846,13.59759688,0,1675005059999,0,60,0,0,0
1675005060000,13.59782349,13.62000000,13.59694322,13.62000000,0,1675005119999,0,60,0,0,0
1675005120000,13.62000000,13.63700000,13.62000000,13.63700000,0,1675005179999,0,60,0,0,0
